capacity,carryover_fraction,selected_rows,signal_capture,signal_capture_cost_pp_vs_zero,candidate_recall,candidate_precision,mean_selected_per_day,mean_backlog_candidates,capacity_utilisation,analyst_hours_per_day,mean_consecutive_day_jaccard,mean_previous_queue_retention,mean_queue_churn,mean_continuity_selected_per_day,unique_dmas_selected,selection_hhi,top_10_dma_share,held_out_dates,held_out_rows,total_candidates
20,0.0,12165,0.8530349726622762,0.0,0.5261678200692042,1.0,19.78048780487805,17.8130081300813,0.9890243902439024,6.59349593495935,0.026167538047403457,0.05010543099181777,0.9738324619525965,0.0,341,0.004683924575246275,0.1101520756267982,615,210841,23120
20,0.1,12165,0.8524428073870701,0.05921652752061135,0.5261678200692042,1.0,19.78048780487805,17.8130081300813,0.9890243902439024,6.59349593495935,0.03811571919734972,0.07272866513999621,0.9618842808026503,1.3203252032520325,341,0.004751024961783018,0.11319358816276202,615,210841,23120
20,0.25,12165,0.850679667678646,0.23553049836302353,0.5261678200692042,1.0,19.78048780487805,17.8130081300813,0.9890243902439024,6.59349593495935,0.04867695976727261,0.09084113443923501,0.9513230402327274,1.7853658536585366,341,0.004836370166411324,0.11738594327990136,615,210841,23120
20,0.5,12165,0.8499202203415516,0.31147523207246675,0.5261678200692042,1.0,19.78048780487805,17.8130081300813,0.9890243902439024,6.59349593495935,0.05047504008815115,0.09336556440666172,0.9495249599118488,1.8357723577235772,341,0.004846587264542599,0.11755034936292642,615,210841,23120
